bw_req,latency_req,priority,prb_usage,queue_len,hour_of_day,prb_allocated,expected_latency,sla_ok,type_emergency,type_industry,type_normal
0.542,200,1,49.4,31,19,8,156.47,1,False,False,True
0.556,200,1,40.8,34,9,7,159.04,1,False,False,True
0.522,200,1,66.0,49,0,6,192.64,1,False,False,True
2.559,50,2,54.9,26,18,16,37.47,1,False,True,False
2.338,50,2,47.3,12,14,16,35.5,1,False,True,False
0.465,200,1,70.7,17,2,6,186.77,1,False,False,True
2.141,50,2,50.8,19,18,16,37.4,1,False,True,False
0.643,200,1,95.8,12,18,8,163.71,1,False,False,True
6.43,10,3,48.1,48,10,30,8.24,1,True,False,False
0.595,200,1,60.9,29,12,10,144.83,1,False,False,True
5.165,10,3,78.7,33,9,32,8.29,1,True,False,False
0.529,200,1,89.0,24,23,6,192.21,1,False,False,True
0.506,200,1,40.9,36,15,10,141.32,1,False,False,True
0.445,200,1,53.9,2,11,10,139.49,1,False,False,True
4.384,10,3,75.1,41,0,31,5.31,1,True,False,False
0.505,200,1,66.3,36,14,9,157.56,1,False,False,True
0.475,200,1,48.5,33,14,7,163.38,1,False,False,True
0.643,200,1,92.8,31,21,7,172.82,1,False,False,True
0.461,200,1,52.4,19,6,9,149.63,1,False,False,True
0.513,200,1,52.1,29,17,6,185.85,1,False,False,True
0.487,200,1,52.1,15,21,7,157.96,1,False,False,True
0.496,200,1,40.9,20,15,9,143.11,1,False,False,True
0.498,200,1,43.7,5,1,11,131.35,1,False,False,True
0.575,200,1,45.4,20,17,7,158.55,1,False,False,True
5.355,10,3,83.6,44,10,30,7.16,1,True,False,False
1.906,50,2,78.1,2,21,20,40.36,1,False,True,False
0.45,200,1,89.2,24,18,9,158.08,1,False,False,True
0.529,200,1,85.2,14,22,9,154.36,1,False,False,True
0.618,200,1,76.1,33,21,9,160.05,1,False,False,True
0.562,200,1,63.0,31,12,7,167.07,1,False,False,True
2.581,50,2,58.5,30,22,15,39.04,1,False,True,False
2.253,50,2,43.1,16,12,18,37.51,1,False,True,False
0.565,200,1,81.1,15,19,8,163.95,1,False,False,True
2.265,50,2,75.2,32,5,15,39.85,1,False,True,False
0.551,200,1,78.8,24,19,8,160.53,1,False,False,True
4.724,10,3,77.8,15,21,30,9.01,1,True,False,False
0.559,200,1,90.2,30,18,6,195.69,1,False,False,True
0.503,200,1,78.3,3,13,11,143.63,1,False,False,True
0.471,200,1,91.3,38,13,5,231.28,0,False,False,True
0.524,200,1,57.7,32,8,8,155.21,1,False,False,True
2.142,50,2,62.1,37,15,15,40.8,1,False,True,False
0.61,200,1,91.7,32,4,7,176.6,1,False,False,True
0.579,200,1,90.2,42,17,6,198.76,1,False,False,True
1.875,50,2,67.0,16,22,16,41.06,1,False,True,False
0.517,200,1,72.8,4,3,11,141.71,1,False,False,True
0.513,200,1,74.4,33,19,8,161.12,1,False,False,True
0.444,200,1,45.7,22,9,7,159.01,1,False,False,True
0.42,200,1,47.7,39,23,6,186.77,1,False,False,True
0.561,200,1,72.2,35,3,6,189.57,1,False,False,True
0.41,200,1,67.3,5,8,12,134.05,1,False,False,True
0.523,200,1,41.6,13,19,10,135.51,1,False,False,True
0.441,200,1,49.9,25,23,10,144.31,1,False,False,True
5.01,10,3,78.7,8,13,30,6.31,1,True,False,False
5.71,10,3,44.9,45,7,30,7.09,1,True,False,False
1.78,50,2,56.3,33,19,15,39.27,1,False,True,False
0.584,200,1,40.4,10,14,11,130.67,1,False,False,True
0.58,200,1,89.9,32,10,9,164.53,1,False,False,True
1.707,50,2,89.2,29,9,15,41.45,1,False,True,False
0.551,200,1,71.8,37,3,6,193.79,1,False,False,True
1.894,50,2,83.5,21,20,15,40.65,1,False,True,False
0.432,200,1,65.1,15,12,6,188.39,1,False,False,True
0.56,200,1,49.9,46,14,9,154.04,1,False,False,True
0.457,200,1,96.3,9,1,9,159.95,1,False,False,True
0.438,200,1,87.6,28,18,7,171.81,1,False,False,True
0.465,200,1,83.0,10,17,8,163.45,1,False,False,True
1.781,50,2,85.4,28,13,15,42.42,1,False,True,False
4.231,10,3,92.2,29,16,31,9.46,1,True,False,False
0.415,200,1,71.9,41,4,8,161.18,1,False,False,True
0.408,200,1,68.9,3,17,8,155.97,1,False,False,True
0.477,200,1,52.4,35,22,7,165.5,1,False,False,True
0.633,200,1,72.5,15,23,9,155.86,1,False,False,True
0.587,200,1,78.0,6,13,11,143.32,1,False,False,True
0.492,200,1,71.1,30,7,9,155.13,1,False,False,True
0.407,200,1,47.8,35,22,10,145.14,1,False,False,True
0.609,200,1,61.3,29,7,7,163.14,1,False,False,True
1.751,50,2,75.4,29,4,17,40.37,1,False,True,False
0.469,200,1,95.6,1,6,7,166.85,1,False,False,True
2.423,50,2,73.4,3,21,20,35.48,1,False,True,False
0.45,200,1,81.8,30,22,9,156.98,1,False,False,True
0.43,200,1,75.8,23,3,9,156.17,1,False,False,True
2.399,50,2,42.1,14,18,17,36.68,1,False,True,False
0.473,200,1,49.9,5,6,9,142.71,1,False,False,True
0.587,200,1,55.7,27,6,9,150.29,1,False,False,True
2.159,50,2,43.3,45,13,19,39.42,1,False,True,False
1.759,50,2,73.8,29,5,15,41.87,1,False,True,False
0.549,200,1,56.4,23,3,6,184.9,1,False,False,True
0.649,200,1,50.2,46,14,9,152.39,1,False,False,True
0.528,200,1,48.4,23,15,6,181.2,1,False,False,True
0.614,200,1,96.9,46,21,5,236.03,0,False,False,True
0.55,200,1,45.7,44,12,9,150.32,1,False,False,True
0.504,200,1,57.1,3,2,10,143.35,1,False,False,True
0.515,200,1,69.8,49,14,8,164.76,1,False,False,True
0.437,200,1,65.6,49,20,6,190.74,1,False,False,True
0.52,200,1,70.6,30,0,8,160.93,1,False,False,True
2.477,50,2,70.1,6,5,19,35.59,1,False,True,False
5.634,10,3,88.5,26,18,30,8.32,1,True,False,False
0.595,200,1,59.4,43,20,8,162.68,1,False,False,True
0.506,200,1,43.5,33,0,8,156.73,1,False,False,True
0.532,200,1,71.6,20,11,5,221.76,0,False,False,True
1.805,50,2,83.0,34,13,15,44.69,1,False,True,False
2.563,50,2,44.1,10,8,19,38.86,1,False,True,False
5.959,10,3,77.6,10,17,31,10.65,0,True,False,False
1.975,50,2,46.1,1,2,25,28.91,1,False,True,False
0.622,200,1,55.5,15,9,6,185.17,1,False,False,True
2.196,50,2,72.7,26,7,16,41.4,1,False,True,False
0.642,200,1,96.8,10,8,6,194.37,1,False,False,True
0.497,200,1,74.9,38,5,9,160.87,1,False,False,True
1.813,50,2,64.3,2,22,22,34.41,1,False,True,False
0.51,200,1,69.6,27,19,6,189.33,1,False,False,True
0.604,200,1,70.4,28,21,8,161.74,1,False,False,True
1.665,50,2,70.2,38,14,16,38.61,1,False,True,False
0.589,200,1,55.1,41,18,10,148.76,1,False,False,True
0.544,200,1,50.8,13,3,11,133.85,1,False,False,True
0.511,200,1,46.9,15,23,7,159.43,1,False,False,True
1.942,50,2,96.9,48,20,17,41.53,1,False,True,False
0.415,200,1,53.5,30,2,10,147.21,1,False,False,True
0.636,200,1,46.5,29,13,10,143.4,1,False,False,True
2.32,50,2,49.2,21,3,17,37.17,1,False,True,False
0.63,200,1,49.8,23,21,8,156.35,1,False,False,True
0.486,200,1,91.8,2,14,10,147.95,1,False,False,True
0.627,200,1,69.5,14,2,6,186.28,1,False,False,True
2.54,50,2,79.5,4,3,21,37.06,1,False,True,False
0.543,200,1,75.1,3,19,11,139.48,1,False,False,True
1.61,50,2,79.3,48,2,15,44.05,1,False,True,False
6.487,10,3,81.9,32,20,30,9.59,1,True,False,False
1.781,50,2,94.7,46,18,16,46.6,1,False,True,False
2.182,50,2,89.4,43,6,16,43.48,1,False,True,False
1.604,50,2,42.3,34,22,15,40.95,1,False,True,False
1.86,50,2,67.1,39,16,15,39.24,1,False,True,False
0.568,200,1,70.6,18,0,9,152.92,1,False,False,True
2.241,50,2,94.4,8,7,18,42.95,1,False,True,False
1.775,50,2,87.6,38,9,17,44.7,1,False,True,False
0.502,200,1,96.9,22,18,7,174.7,1,False,False,True
0.496,200,1,54.0,21,8,7,159.13,1,False,False,True
0.449,200,1,95.5,26,20,5,231.49,0,False,False,True
1.688,50,2,61.7,8,20,17,38.87,1,False,True,False
2.483,50,2,93.8,36,14,15,42.46,1,False,True,False
5.732,10,3,54.4,7,11,30,5.5,1,True,False,False
2.084,50,2,80.0,48,13,15,40.99,1,False,True,False
2.358,50,2,74.0,23,13,16,39.05,1,False,True,False
1.706,50,2,91.7,2,8,20,35.97,1,False,True,False
4.824,10,3,66.3,4,17,30,9.58,1,True,False,False
2.366,50,2,61.4,42,0,16,42.85,1,False,True,False
0.637,200,1,41.8,14,2,7,155.83,1,False,False,True
2.122,50,2,58.9,36,9,16,43.15,1,False,True,False
1.747,50,2,79.5,15,8,15,40.88,1,False,True,False
0.443,200,1,89.4,24,22,8,164.12,1,False,False,True
0.567,200,1,50.4,30,1,7,159.7,1,False,False,True
5.776,10,3,78.6,23,12,30,10.32,0,True,False,False
0.417,200,1,94.3,1,5,9,154.74,1,False,False,True
0.582,200,1,93.8,23,15,5,231.29,0,False,False,True
6.041,10,3,57.1,17,5,30,5.24,1,True,False,False
0.518,200,1,70.2,6,19,10,146.34,1,False,False,True
0.475,200,1,83.2,49,20,9,163.55,1,False,False,True
6.27,10,3,43.3,42,12,30,7.86,1,True,False,False
2.034,50,2,62.1,24,23,18,39.62,1,False,True,False
0.538,200,1,94.8,14,5,5,224.91,0,False,False,True
0.447,200,1,68.7,29,21,6,192.35,1,False,False,True
2.555,50,2,94.7,43,10,15,43.44,1,False,True,False
1.997,50,2,86.8,1,15,20,41.02,1,False,True,False
1.753,50,2,82.3,17,22,17,40.74,1,False,True,False
0.539,200,1,87.0,26,14,7,172.07,1,False,False,True
0.61,200,1,48.5,13,19,8,149.74,1,False,False,True
2.444,50,2,76.0,10,5,16,40.31,1,False,True,False
0.478,200,1,77.9,2,14,8,159.23,1,False,False,True
0.46,200,1,46.8,10,8,11,132.51,1,False,False,True
4.694,10,3,72.5,42,11,30,6.73,1,True,False,False
1.647,50,2,64.6,2,8,21,37.0,1,False,True,False
0.633,200,1,53.5,29,3,7,163.25,1,False,False,True
0.634,200,1,70.2,46,13,6,192.99,1,False,False,True
0.485,200,1,64.9,48,15,6,191.04,1,False,False,True
0.527,200,1,58.0,23,10,7,160.27,1,False,False,True
1.866,50,2,45.4,38,17,18,35.51,1,False,True,False
0.504,200,1,51.1,34,3,8,157.52,1,False,False,True
0.447,200,1,71.0,46,17,6,191.66,1,False,False,True
2.019,50,2,88.5,11,9,15,43.33,1,False,True,False
2.021,50,2,88.7,13,19,17,42.71,1,False,True,False
2.402,50,2,81.0,13,23,15,43.21,1,False,True,False
5.112,10,3,93.9,3,22,30,5.41,1,True,False,False
2.252,50,2,92.0,16,9,17,41.79,1,False,True,False
2.248,50,2,78.6,49,15,16,42.92,1,False,True,False
2.527,50,2,93.1,36,20,17,43.52,1,False,True,False
2.347,50,2,46.6,1,23,24,30.73,1,False,True,False
0.52,200,1,90.6,48,15,5,231.46,0,False,False,True
0.568,200,1,92.9,36,9,7,175.5,1,False,False,True
0.461,200,1,77.1,40,21,9,158.57,1,False,False,True
0.527,200,1,89.2,45,12,9,166.86,1,False,False,True
0.477,200,1,54.1,9,5,8,154.17,1,False,False,True
6.46,10,3,87.0,13,18,30,6.22,1,True,False,False
0.508,200,1,68.6,30,1,10,152.04,1,False,False,True
0.614,200,1,45.8,15,19,11,136.87,1,False,False,True
0.618,200,1,56.9,27,4,10,144.46,1,False,False,True
0.493,200,1,58.1,13,23,11,138.6,1,False,False,True
1.603,50,2,75.8,29,3,15,39.24,1,False,True,False
2.219,50,2,66.1,15,8,15,38.78,1,False,True,False
2.413,50,2,93.6,49,1,15,45.42,1,False,True,False
0.42,200,1,68.2,17,12,9,154.69,1,False,False,True
0.575,200,1,77.4,2,1,8,160.53,1,False,False,True
2.324,50,2,71.4,17,17,15,38.25,1,False,True,False
0.647,200,1,77.6,4,3,8,156.97,1,False,False,True
0.486,200,1,77.0,39,5,8,164.31,1,False,False,True
2.551,50,2,76.3,36,4,15,40.37,1,False,True,False
2.517,50,2,66.2,5,8,20,35.76,1,False,True,False
1.885,50,2,81.6,4,17,21,38.95,1,False,True,False
1.743,50,2,51.7,46,9,15,43.59,1,False,True,False
1.876,50,2,64.0,46,0,18,39.11,1,False,True,False
2.379,50,2,88.8,9,12,16,42.82,1,False,True,False
1.807,50,2,61.5,32,7,18,41.12,1,False,True,False
2.056,50,2,85.6,44,6,16,41.48,1,False,True,False
0.523,200,1,75.3,18,6,7,163.86,1,False,False,True
6.476,10,3,56.0,35,4,30,9.19,1,True,False,False
0.48,200,1,59.8,18,1,9,152.17,1,False,False,True
0.459,200,1,65.2,46,10,10,154.62,1,False,False,True
0.497,200,1,62.1,1,20,9,149.66,1,False,False,True
2.172,50,2,51.0,46,7,17,40.49,1,False,True,False
1.694,50,2,84.5,44,13,15,41.96,1,False,True,False
0.509,200,1,88.8,37,17,5,229.71,0,False,False,True
0.578,200,1,61.4,12,5,8,156.99,1,False,False,True
0.632,200,1,80.1,41,7,7,169.57,1,False,False,True
1.721,50,2,93.0,34,21,16,41.2,1,False,True,False
2.455,50,2,51.1,20,20,15,40.13,1,False,True,False
0.517,200,1,92.9,26,3,7,176.05,1,False,False,True
0.636,200,1,78.2,39,3,7,173.25,1,False,False,True
0.471,200,1,71.2,12,12,6,186.52,1,False,False,True
0.498,200,1,57.3,39,4,6,187.57,1,False,False,True
2.4,50,2,87.6,6,17,16,43.75,1,False,True,False
0.565,200,1,90.5,37,15,5,232.71,0,False,False,True
1.702,50,2,59.8,17,17,15,38.63,1,False,True,False
2.403,50,2,62.8,32,12,16,38.19,1,False,True,False
0.529,200,1,43.6,21,13,11,134.76,1,False,False,True
0.501,200,1,64.5,18,6,9,154.16,1,False,False,True
1.996,50,2,80.9,27,18,15,43.34,1,False,True,False
2.256,50,2,73.8,40,2,15,45.35,1,False,True,False
0.568,200,1,48.8,47,13,7,165.68,1,False,False,True
2.572,50,2,60.5,20,1,15,38.56,1,False,True,False
0.402,200,1,53.5,44,2,9,155.94,1,False,False,True
2.479,50,2,66.0,6,10,19,36.04,1,False,True,False
0.413,200,1,93.5,38,0,5,234.1,0,False,False,True
0.45,200,1,82.4,45,20,7,172.2,1,False,False,True
4.773,10,3,90.5,45,18,30,11.35,0,True,False,False
2.6,50,2,70.4,33,19,15,41.18,1,False,True,False
1.852,50,2,46.5,49,9,18,39.55,1,False,True,False
5.135,10,3,63.3,26,23,31,10.72,0,True,False,False
0.445,200,1,46.9,21,15,10,143.21,1,False,False,True
2.352,50,2,65.6,26,4,15,41.3,1,False,True,False
0.519,200,1,76.8,43,19,6,193.08,1,False,False,True
1.955,50,2,59.2,19,1,15,41.48,1,False,True,False
0.512,200,1,53.8,10,16,11,135.83,1,False,False,True
0.537,200,1,71.7,29,15,7,169.43,1,False,False,True
0.455,200,1,50.3,4,13,10,138.57,1,False,False,True
0.619,200,1,65.3,23,8,10,148.51,1,False,False,True
0.589,200,1,96.9,9,2,6,195.99,1,False,False,True
2.216,50,2,47.3,28,12,15,42.26,1,False,True,False
0.52,200,1,79.8,34,18,6,192.88,1,False,False,True
0.471,200,1,62.2,24,15,7,165.64,1,False,False,True
0.512,200,1,60.7,47,13,7,167.45,1,False,False,True
2.096,50,2,86.1,5,4,19,36.48,1,False,True,False
0.616,200,1,64.5,6,22,9,149.48,1,False,False,True
0.462,200,1,95.7,40,15,6,197.95,1,False,False,True
2.385,50,2,47.0,1,5,24,34.3,1,False,True,False
4.786,10,3,44.8,49,20,32,5.92,1,True,False,False
0.637,200,1,94.4,31,4,5,229.56,0,False,False,True
0.48,200,1,94.5,35,16,6,196.8,1,False,False,True
0.627,200,1,87.2,30,23,6,196.43,1,False,False,True
2.385,50,2,71.3,13,0,15,40.18,1,False,True,False
0.512,200,1,89.0,28,10,6,196.1,1,False,False,True
2.276,50,2,83.5,43,17,15,43.86,1,False,True,False
1.928,50,2,86.8,16,6,17,42.62,1,False,True,False
2.538,50,2,48.1,25,23,16,39.13,1,False,True,False
0.422,200,1,73.8,5,11,12,134.98,1,False,False,True
0.604,200,1,83.8,12,0,8,160.4,1,False,False,True
0.485,200,1,46.1,20,18,7,159.01,1,False,False,True
2.596,50,2,40.8,18,17,16,40.21,1,False,True,False
0.596,200,1,93.0,21,16,6,197.46,1,False,False,True
2.538,50,2,96.6,48,14,16,42.18,1,False,True,False
0.466,200,1,82.5,2,1,10,150.11,1,False,False,True
0.402,200,1,42.1,12,8,8,151.65,1,False,False,True
1.902,50,2,64.6,38,9,17,42.25,1,False,True,False
0.402,200,1,57.8,30,8,7,161.89,1,False,False,True
2.088,50,2,77.2,47,3,15,43.97,1,False,True,False
0.636,200,1,52.1,47,23,7,164.97,1,False,False,True
0.419,200,1,42.0,36,0,10,143.01,1,False,False,True
2.272,50,2,64.6,23,15,16,42.32,1,False,True,False
0.516,200,1,82.0,12,2,6,189.6,1,False,False,True
1.626,50,2,81.5,5,7,20,35.84,1,False,True,False
0.606,200,1,92.5,37,22,7,178.06,1,False,False,True
0.424,200,1,56.3,33,19,6,185.52,1,False,False,True
0.527,200,1,69.1,19,10,10,146.17,1,False,False,True
1.906,50,2,90.4,40,12,17,44.24,1,False,True,False
0.464,200,1,75.2,13,21,10,148.88,1,False,False,True
0.621,200,1,62.9,1,10,10,140.51,1,False,False,True
1.881,50,2,63.5,44,5,17,41.62,1,False,True,False
2.386,50,2,80.6,48,11,15,40.53,1,False,True,False
0.451,200,1,78.9,26,16,7,170.22,1,False,False,True
0.624,200,1,83.4,3,22,9,151.93,1,False,False,True
0.641,200,1,47.0,44,17,11,141.37,1,False,False,True
0.575,200,1,65.7,3,1,8,151.81,1,False,False,True
0.614,200,1,53.2,27,21,10,144.7,1,False,False,True
2.488,50,2,67.0,5,5,21,35.28,1,False,True,False
1.979,50,2,93.2,31,15,15,42.6,1,False,True,False
2.346,50,2,75.7,38,20,17,38.62,1,False,True,False
0.586,200,1,41.4,23,15,7,154.44,1,False,False,True
6.451,10,3,75.1,40,10,30,6.84,1,True,False,False
0.629,200,1,84.5,37,1,7,171.89,1,False,False,True
0.563,200,1,82.3,13,6,6,190.82,1,False,False,True
0.625,200,1,96.9,27,0,8,170.05,1,False,False,True
1.675,50,2,92.3,19,20,15,43.75,1,False,True,False
0.488,200,1,55.6,33,19,6,189.46,1,False,False,True
2.185,50,2,65.4,10,3,18,39.52,1,False,True,False
0.571,200,1,41.5,35,21,8,155.2,1,False,False,True
2.36,50,2,77.1,42,21,15,40.12,1,False,True,False
2.362,50,2,45.7,24,20,16,40.11,1,False,True,False
0.571,200,1,88.0,8,13,6,188.95,1,False,False,True
1.677,50,2,73.8,15,3,17,42.12,1,False,True,False
2.024,50,2,92.2,26,9,16,45.01,1,False,True,False
0.526,200,1,55.3,23,7,7,158.64,1,False,False,True
0.405,200,1,94.2,13,11,7,173.75,1,False,False,True
0.633,200,1,82.0,38,8,6,193.16,1,False,False,True
0.543,200,1,72.8,31,23,6,189.27,1,False,False,True
0.605,200,1,55.7,19,18,9,149.04,1,False,False,True
2.113,50,2,49.3,30,2,18,35.8,1,False,True,False
2.019,50,2,86.4,42,15,15,45.19,1,False,True,False
1.889,50,2,63.3,42,1,18,39.54,1,False,True,False
0.508,200,1,71.5,9,2,10,143.57,1,False,False,True
0.448,200,1,91.9,47,7,5,232.28,0,False,False,True
0.568,200,1,73.6,22,4,9,156.99,1,False,False,True
0.502,200,1,96.1,19,19,8,169.2,1,False,False,True
0.641,200,1,58.5,1,21,13,121.54,1,False,False,True
1.947,50,2,93.1,17,14,16,42.72,1,False,True,False
0.43,200,1,58.6,20,7,6,186.72,1,False,False,True
0.643,200,1,52.2,42,11,9,153.98,1,False,False,True
0.544,200,1,46.2,33,4,10,145.17,1,False,False,True
5.379,10,3,58.1,40,11,30,8.02,1,True,False,False
0.575,200,1,95.3,9,1,10,154.66,1,False,False,True
0.473,200,1,57.3,3,3,13,122.24,1,False,False,True
0.56,200,1,50.6,21,10,9,147.48,1,False,False,True
0.427,200,1,93.5,22,18,9,160.13,1,False,False,True
0.416,200,1,96.2,2,0,9,155.59,1,False,False,True
0.513,200,1,69.4,36,22,9,157.97,1,False,False,True
2.291,50,2,46.5,37,12,18,39.87,1,False,True,False
0.53,200,1,56.3,17,7,7,161.52,1,False,False,True
0.477,200,1,58.0,16,5,9,151.49,1,False,False,True
0.583,200,1,72.0,37,8,7,169.12,1,False,False,True
0.548,200,1,43.4,15,23,7,158.58,1,False,False,True
0.402,200,1,54.1,9,22,11,134.09,1,False,False,True
0.61,200,1,87.4,34,9,7,174.22,1,False,False,True
0.568,200,1,62.1,17,17,6,184.36,1,False,False,True
2.545,50,2,40.8,37,15,20,34.34,1,False,True,False
0.604,200,1,92.3,38,18,5,233.88,0,False,False,True
0.619,200,1,58.2,30,20,6,189.77,1,False,False,True
2.202,50,2,95.8,30,9,16,42.77,1,False,True,False
0.642,200,1,56.9,49,6,6,190.18,1,False,False,True
0.515,200,1,80.4,43,2,8,164.93,1,False,False,True
0.591,200,1,81.3,45,23,5,229.83,0,False,False,True
0.644,200,1,53.5,14,11,7,158.6,1,False,False,True
2.465,50,2,92.8,18,10,16,40.86,1,False,True,False
6.183,10,3,62.2,43,5,30,5.9,1,True,False,False
1.85,50,2,67.8,17,16,15,41.81,1,False,True,False
0.619,200,1,74.1,34,16,5,226.26,0,False,False,True
4.803,10,3,72.8,31,4,30,7.1,1,True,False,False
2.362,50,2,73.2,36,9,15,42.35,1,False,True,False
1.775,50,2,86.0,15,11,16,40.0,1,False,True,False
0.424,200,1,65.1,13,18,7,165.1,1,False,False,True
0.424,200,1,88.8,25,23,8,167.83,1,False,False,True
2.516,50,2,57.0,10,1,21,33.35,1,False,True,False
1.711,50,2,91.4,36,16,15,41.91,1,False,True,False
0.637,200,1,43.5,17,21,11,131.62,1,False,False,True
0.49,200,1,51.0,14,14,9,148.46,1,False,False,True
2.169,50,2,90.9,39,0,15,44.77,1,False,True,False
0.512,200,1,79.3,15,16,9,157.03,1,False,False,True
1.845,50,2,83.8,47,6,15,41.73,1,False,True,False
1.673,50,2,52.8,1,4,23,33.68,1,False,True,False
0.576,200,1,48.9,22,17,7,158.92,1,False,False,True
0.563,200,1,48.3,8,21,9,146.97,1,False,False,True
0.57,200,1,86.7,9,15,7,167.44,1,False,False,True
2.376,50,2,81.0,20,18,16,42.69,1,False,True,False
0.409,200,1,61.5,46,20,7,166.87,1,False,False,True
0.61,200,1,89.2,17,15,9,157.96,1,False,False,True
4.742,10,3,48.7,27,17,32,8.88,1,True,False,False
0.51,200,1,90.6,3,5,7,165.01,1,False,False,True
2.092,50,2,91.2,48,19,15,46.91,1,False,True,False
0.647,200,1,42.6,34,3,11,135.91,1,False,False,True
1.729,50,2,66.0,22,10,15,38.62,1,False,True,False
0.507,200,1,96.0,12,11,9,156.9,1,False,False,True
4.101,10,3,87.1,49,15,31,10.98,0,True,False,False
0.443,200,1,54.7,35,20,10,147.51,1,False,False,True
0.59,200,1,69.8,30,12,7,168.65,1,False,False,True
0.514,200,1,68.1,38,16,8,162.83,1,False,False,True
4.745,10,3,48.5,24,15,30,10.12,0,True,False,False
0.63,200,1,56.4,3,21,11,136.52,1,False,False,True
2.171,50,2,40.6,20,12,18,34.75,1,False,True,False
0.551,200,1,96.1,39,3,8,168.14,1,False,False,True
2.03,50,2,43.6,6,11,21,33.14,1,False,True,False
2.032,50,2,47.0,39,13,18,36.14,1,False,True,False
5.525,10,3,65.3,48,8,32,8.62,1,True,False,False
0.642,200,1,51.2,9,13,12,128.55,1,False,False,True
0.558,200,1,50.4,44,18,9,150.6,1,False,False,True
5.23,10,3,59.3,39,11,30,8.65,1,True,False,False
0.411,200,1,49.7,19,10,7,158.06,1,False,False,True
0.601,200,1,90.5,36,9,9,161.56,1,False,False,True
0.646,200,1,87.0,39,18,5,227.92,0,False,False,True
0.518,200,1,95.4,31,11,8,168.57,1,False,False,True
0.551,200,1,76.2,18,21,6,187.16,1,False,False,True
0.613,200,1,96.6,16,20,8,165.34,1,False,False,True
2.506,50,2,73.4,22,13,15,42.63,1,False,True,False
1.65,50,2,71.0,3,1,22,38.3,1,False,True,False
0.643,200,1,54.9,32,20,6,186.57,1,False,False,True
0.403,200,1,63.5,35,4,8,162.81,1,False,False,True
2.317,50,2,46.0,37,7,19,39.85,1,False,True,False
2.346,50,2,52.5,19,8,19,36.57,1,False,True,False
0.592,200,1,65.4,48,15,7,171.63,1,False,False,True
0.412,200,1,69.9,25,20,6,191.62,1,False,False,True
4.904,10,3,93.1,11,14,30,10.16,0,True,False,False
1.78,50,2,43.6,2,3,23,31.36,1,False,True,False
0.438,200,1,91.9,21,21,9,159.2,1,False,False,True
0.494,200,1,66.7,13,21,9,150.58,1,False,False,True
4.902,10,3,87.1,11,20,31,7.58,1,True,False,False
1.742,50,2,76.5,33,10,17,41.58,1,False,True,False
1.829,50,2,76.8,30,8,17,39.9,1,False,True,False
0.55,200,1,50.5,48,5,7,163.87,1,False,False,True
5.312,10,3,74.2,6,7,30,6.62,1,True,False,False
1.726,50,2,83.4,12,9,15,41.3,1,False,True,False
0.525,200,1,70.4,6,23,7,162.07,1,False,False,True
2.449,50,2,83.2,41,23,15,42.38,1,False,True,False
0.57,200,1,55.0,25,5,6,182.94,1,False,False,True
2.541,50,2,70.3,38,14,16,41.1,1,False,True,False
4.358,10,3,49.6,33,12,30,5.99,1,True,False,False
2.082,50,2,42.4,11,6,18,39.67,1,False,True,False
0.62,200,1,42.6,14,9,7,156.13,1,False,False,True
0.422,200,1,81.8,45,7,6,199.13,1,False,False,True
0.569,200,1,77.5,20,17,7,170.19,1,False,False,True
1.997,50,2,96.5,35,0,16,45.48,1,False,True,False
0.404,200,1,56.7,31,15,7,165.26,1,False,False,True
2.277,50,2,79.8,45,14,15,46.1,1,False,True,False
1.667,50,2,91.2,29,2,16,43.7,1,False,True,False
0.435,200,1,65.3,2,0,9,147.22,1,False,False,True
5.64,10,3,46.8,32,5,31,8.54,1,True,False,False
5.436,10,3,58.0,12,12,30,6.47,1,True,False,False
1.845,50,2,82.9,34,18,15,45.62,1,False,True,False
